trusted,category
nao consigo tirar foto do meu documento pois no aplicativo nao tem a funcao de focar na imagem a imagem fica embacada no meu celular xiomi redmi note 7,Foto do documento
pior cartao faz quase um ano q fiz ele pago sempre em dia a fatura ou ate antes peco limite e nunca almenta motivo eu n sei irei fazer outro cartao e cancelar esse pensei q fosse melhor eu sei q vcs podem melhorar n e so eu q falo isso n a maioria das pessoas q fizeram juntos cmg tb vc poderia aumentar o limite pq sempre paguei em dia se fosse caso de atrasado ai sim eu poderia compreender,Limite de crédito
este app nao cumpre o que prometemfalam que liberam um limite na conta inicial e cartao de credito fiz a solicitacao e sempre e negada nao sei o motivo se nao tenho restricao em meu nome decepcionado com as propagandas propagandas enganosas prometo que tem um limite inicial promete um cartao de credito com limite inicial de ate r 50 em diante e solicitei a conta nunca foi aprovado nesse cartao e oferece facilidade para aquisicao e tudo nunca,Difícil conseguir crédito
ruim,Comentário detrator sem informação
decepcionada ja faz 2 meses que nao consigo acessar minha conta porque o aplicativo nao abre nao consigo acessar meu dinheiro,Problema de acesso
ruim,Comentário detrator sem informação
muito chateada cm esse app fiz o pedido do meu cartao fui aprovada e perdir 400 pontos do meu score q ja nao estava muito bom estou muito chateada,Outro
pago minhas faturas 3 4 dias antes do vencimento e o limite nunca almenta cartao muito ruim,Limite de crédito
devia ter a opcao de entrar no app somente com a biometria e nao de entrar tbm com a senha padrao do celular,Sugestão de funcionalidade
pessimo ate hoje nao chegou meu carrao,Cartão não chegou
bom aqui vai minha primeira experiencia com nubank realizei o pagamento de um boleto de r 600 reais por meio de uma conta digital esperando que o dinheiro cairia sem burocracia e que o nubank seria um banco novo porem garanto a todos voces que e so mais um banco como outro qualquer nao tem nada de novo e nada digital para minha surpresa o boleto foi compensado no mesmo dia e ate o presente momento o dinheiro nao caiu na nuconta o que significa exatamente o que eu falei acima,Depósito demora
como e que eu faco o pedido do meu cartao nao estou conseguindo,Dúvida
ruim,Comentário detrator sem informação
pessimo atendimento comparado ao sistema do pag suporte nao da assistencia adequada e nem opcoes ao cliente,Comentário detrator sem informação
por favor arrumem o app quando abre a camera para fotografar os documentos ela nao foca fiz testes e no smartphone fica perfeita so o app nu bank fica ruim,Foto do documento
acho muita falta de informacoes e planejamento ainda nao terem atualizado o app para depositar na nuconta por cartao pre pago virtual do caixa tem todas outras contas virtuais estao atualizadas seus concorrentes mercadopago e picpay perderam poucos a toa por falta de planejamento espero q a empresa nao esteja com 1 gestao tipo bolsonaro e pt que demoram para fazer o necessario em empresa privada existe falencia fica 1 dica de 1 formado em gestao desempregado se quiserem contratar,Sugestão de funcionalidade
tenho a nu conta mais de ano e ate agora nao me liberaram cartao de credito kkkkk ri pra nao chorar kkkkk,Difícil conseguir crédito
pessimo cartao tenho nome limpo score otimo,Comentário detrator sem informação
fecharam minha conta e nao me devolve meu dinheiro ainda nao me respondeu ja faz tempo e nem um oi me deram,Bloqueio de conta
nao aprovou cartao,Outro
boa tarde recebi dois boletos pela inha conta nubank ai mi ha conta foi bloqueada por desconfianca agora querem que provo que o dinheiro e meu pra desbloquear minha conta absurdo viu to aqui precisando do dinheiro e o dinheiro bloqueado,Bloqueio de conta
eu depositei meu dinheiro no app e sumiu n aparece nd,Depósito demora
espero que o meu problema seja solucionado pois o dinheiro que esta na conta nubak estou tentando transferir e nao esta indo por favor resolvam ou tomarei providencias,Aplicativo não funcional
ta um lixo nao sei o que fizeram com o app que depois da ultima atualizacao ele trava sempre para fazer transferencia tive que reinstalar e o problema agora e a demora infernal para avaliarem uma foto que eu sei que apos 3 malditas horas vao pedir para tirar outra um verdadeiro inferno,Aplicativo não funcional
meu limite nao aumenta,Limite de crédito
bom ainda nao me deram o cartao de credito,Difícil conseguir crédito
depois da ultima atualizacao nao da pra acessar o chat,Aplicativo não funcional
o meu app nao aparece a opcao de ver saldo,Sugestão de funcionalidade
nao estou conseguindo acessar o app,Problema de acesso
lixo mais de 24h pra receber um email pra validar a conta desisti,Problema com código no e-mail
bom,Elogio
o aplicativo e bom o problema que meu limite e muito baixo apenas 50 reais pago em dia mais mesmo assim nao aumenta o limite,Limite de crédito
quase 2 anos com nubank e a decepcao no final esse mes maio recebi uma fatura de quase r 600 reais em abril meu cartao foi clonado e fizeram uma compra de r299 minha fatura antes disso era de r15753 e agora de r55656 nao pagarei o que nao devo estou frustado com o banco que maos gostava nao recomendo o nu fuja de problemas nao pague o que nao deve cartao clonado pessimo atendimento ultimamente e falta de respeito com o cliente fora a compreensao e calculos errados naonu,Comentário detrator sem informação
pessimo nao tem outra opcao pra resolver problemas,Comentário detrator sem informação
ruim,Comentário detrator sem informação
nao consigo cadastrar no app nubank,Problema no cadastro
fez um deposito em boleto quinta feira dia 21 e ate agora ainda nao caiu na minha conta o valor estou com medo de perder o dinheiro pois alem disso nem bati a foto do comprovante pra confirmar,Depósito demora
ruim,Comentário detrator sem informação
lixo de aplicativo nao aprova,Difícil conseguir crédito
pessimo nao aparece saldo da conta transferi 10 reais ate agr nao sei se ta conta ou onde foi para app tmb e muito limitado,Sugestão de funcionalidade
mais ou menos precisaria de um cartao de credito e me mandaram um de debito,Difícil conseguir crédito
eu to sem saber o que fazer a minha esposa esta sem celular no momento e a senha do email que ela tem nao entraela nao tem conta corrente tambem aqui aonde eu moro nao se paga por codigo de barraela esta com a fatura para pagar e nao tem como e nao tem como resgatar a senha porque ela nao tem mais o chip pelo ao menos podessem enviar a fatura pelo o email de outra pessoa,Dúvida
fui um dos primeiros a ter um cartao nubank e digo com certeza esta nubank virou u lixo atendimento lixo tambem nao resolvem nada ate hipercard que tenho ganha dele e sem falar do crime de cime partilhar meus dados solicitei o cancelamento e fui informado que minha conta tem que ficar inativa por 6 seis meses para cancelar e este seis meses eles ficam compartilhado os meus dadosfica um alerta para os usuarios nubank,Comentário detrator sem informação
meu povo se esta ruim pra vcs ai dos comentarios imagina pra me que desistir do bb que tinha me dado o limite de r1000 pra ficar no nubank e no final o nubank so me deu r50 que odio,Limite de crédito
perdi minha senha e ja fiz os procedimentos para recuperar o acesso a minha conta mais nao obtenho resposta e nem tem opcao de falar com alguem no app ou seja meu dinheiro na conta fica retido nao estou satisfeito,Outro
bom,Elogio
quando peco pra cadastra ja tenho coloco cpf e meu nome diz que o codigo vem por email mais nunca chega esse codigo por email pode me ajuda,Problema com código no e-mail
muito ruim de aprovacao so e aprovado quem tem sorte,Comentário detrator sem informação
bom,Elogio
nao estou conseguindo fazer minha conta nubank,Problema no cadastro
nao me sinto confortavel com a nova politica de privacidade do nubank vou encerrar conta e cartao bye nu,Sugestão de funcionalidade
poderia dar 5 o app e muito bom mas dou 1 por que nao aumentam meu limite nunca,Limite de crédito
odiei esse banco to a tres meses tentando resolver o problema com a autorizacao do meu celular novo e nada e esse chat tambem resolve nada tanto no chat quanto no email so ouco que nao podem me ajudar e fora a transferencia de 500 reais que eu nao vi nem a cor ate hoje isso ja faz tres meses e a equipe de plantao de email teve a cara de pal de me mandar email dizendo que nao to apta para ser cliente mas sou apta para passar raiva ja mandei varios emails e nada,Comentário detrator sem informação
bom,Elogio
ficar em casa e ganhar dinheiro com o q vamos adotar a coerencia por favor,Comentário detrator sem informação
muito pesado,Comentário detrator sem informação
bom dia fiz um deposito quinta feira e ainda nada do dinheiro na conta ninguem merece,Depósito demora
ruim,Comentário detrator sem informação
o aplicativo ta toda hora travado que atualizacao horrivel,Aplicativo não funcional
minha primeira vez no app e sinto um pequeno desconforto pois faz dois dias q fiz meu primeiro deposito e ate agora nao caiu na nubank,Depósito demora
muito ruim,Comentário detrator sem informação
o app nao esta instalando ja fiz todos os procedimentos e nao baixa,Dúvida
para ser perfeito so falta ter uma atualizacao para que possamos excluir ocultar o historico de compras e transferencias ajuda ae nubank bota essa opcao,Sugestão de funcionalidade
meu cartao nunca chegou,Cartão não chegou
nao consigo atualizar o app,Outro
estou com um problema toda hora aparece uma notificacao na tela o nubank parou isso acontece muito msm umas 8 veses por hora n sei o porque desse erro,Aplicativo não funcional
nao consigo acessar minha conta,Problema de acesso
app e bacana mas nao estou conseguindo antecipar parcelas,Outro
nao consigo fazer cadastro pois a camera do app impossibilita de focar para tirar a foto do rg,Foto do documento
bom o app funciona bem a taxa de juros e boa mais meu limite de credito eh baixo e inadequado a minha renda jah pedi aumento 2 vezes e foi negado se ocorrer uma 3 vez vou encerrar a conta afinal o motivo da adesao a conta foi justamente os beneficios do cartao de credito com um limite baixo naum compensa revejao isso no mais obg hj ja e 2205 e ainda naum tive uma resposta sobre essa questao acima francamente decepcionada,Limite de crédito
bom mas nao me liberou a funcao credito nao confia em mim dou 3 estrelas,Difícil conseguir crédito
so uma reclamacao muito dificil aumentar o limite do cartao de credito acho ridiculo 50 reais de credito sendo que eu ganho bem mais que isso isso e so pra dizer que tem muitos clientes com cartao de credito pessimo isso 3 meses e nada de aumento,Limite de crédito
fiz um deposito e ate agora nao caiu,Depósito demora
foi ativado sem eu pedir a funcao debito e nao tem a opcao de cancelar,Sugestão de funcionalidade
nao aparece a funcionalidade antecipar pagamento de compras capturadas como apontado no email,Sugestão de funcionalidade
cancelei a conta digital e tambem o cartao de credito nao preciso de um limite miseravel de r 40000 de cartao de credito fala serio eu preciso de um limite de cartao de credito para poder compra o que eu nao consigo pagar a vista entendeu,Limite de crédito
mano toda semana tem uma nova atualizacao pra que isso pow,Aplicativo não funcional
ola quero apenas trazer alguns pedidos como cliente sou cliente a menos de um ano e desde entao percebi que mesmo havendo atualizacoes do app que diga de passagem sao sempre grandes porem nao trazem nenhuma melhoria na funcionalidades sempre abro o app tem um certo travamento vcs sao otimos em servicos porem acredito que pode ficar antualipinda melhor nos dando um app mais leve e mais funcional,Aplicativo não funcional
nao estou conseguindo atualizar,Outro
sinceramente se esta buscando credito o nubank nao e a melhor opcao nao sei mais o que fazer para subir o limite do cartao dessa empresa pois todos os meses tem movimentacao de 10 a 15 mil por mes na minha conta e sempre faco os pagamentos adiantados do cartao mais nada do limite subir ja sao 8 meses vou insistindo ate completar um ano de uso caso nao subam o meu limite vou procurar outras opcoes de credito,Limite de crédito
nao consigo acessar minha conta preciso de ajuda,Problema de acesso
o app precisa de um mecanismos de bloqueio em um clique para deixar para desbloquear so quando for usar compras pela internet ou loja fisica mas o mais aplicavel seria as compras on line maior local de praticas de golpes de cartao de credito estou muito preocupado com isso seguranca deve ser prioridade do nubank,Sugestão de funcionalidade
pessimopois fui aprovada so para debito disseram que o meu cartao estarei sendo enviado e ate hoje nada do cartao coloquei o rastreador e deu como o cartao veio ao meu endereco e nao foi encontrado por conta disto voltou para a nubank resumindo ate hoje espero pelo cartao ja faz mais de 5 meses,Outro
horrivel esta a beira da falencia,Comentário detrator sem informação
nao consigo enviar a foto do meu documento a camera do meu celular e otima mesmo assim nao foca no documento fica so embasada a foto,Foto do documento
mt ruim,Comentário detrator sem informação
nao to conseguindo entrar na conta esqueci minha senha e o codigo nunca chega no meu email,Problema com código no e-mail
esta ultima atualizacao esta gastando muita bateria do aparelho por favor deem uma olhada nisso,Comentário detrator sem informação
e cartao de credito faco se for cartao de credito e dou mais estrelas,Difícil conseguir crédito
bom,Elogio
por que demora 3 dias para entrar o dinheiro na conta como deposito nao era pra ser conta digital rapida pratica estou decepcionado com a conta,Depósito demora
muito bom porem o prazo de espera para uma avaliacao de credito e muito alta 3 meses e muito tempo para esperar ja tou a 4 meses usando o nubank e nao consegui um cartao de credito mesmo meu nome sempre estando limpo infelizmente vou apagar minha conta e procurar um que ofereca um cartao de credito,Difícil conseguir crédito
nao consigo acessar o aplicativo de jeito nenhum deslogou sozinho e nao consigo trocar a senha pois o link nao chega no meu email,Problema de acesso
a camera nao foca no meu documento nao tem jeito de tirar a foto como resolvo isso,Foto do documento
nao esta chegando o email nao envia codigo nenhum quando vai entrar pede um codigo pra enviar pro email mais vcs nao enviam,Problema com código no e-mail
bom,Elogio
meu cartao nunca chegou ja fiz a anos a conta,Cartão não chegou
eu realmente nao entendo o criterio que o nubank usa para aprovar alguem no cartao de credito eu sempre tive o nome limpo meu score e bom sou bom pagador e um amigo meu que ja teve o nome sujo e tem o score mais baixo que o meu foi aprovado parabens nubank continue assim,Difícil conseguir crédito
excelente mas toda hora pede pra autorizar o aparelho diz que estou acessando de outro smartphone mas nao estou precisam corrigir isso urgente,Aplicativo não funcional
falta um historico das movimentacoes,Sugestão de funcionalidade
fiz meu cadastro mais quando finalizou tava dando erros tecnicos me ajude por favor,Dúvida
depois da ultima atualizacao o app esta dando erro formatei meu celular pensando que o problema estava no celular porem depois de formatalo quando instalei o app do nubank voltou o mesmo erro fica aparecendo na tela a seguinte mensagem nubank nao esta respondendo fechar app aguardar enviar feedback,Problema de acesso
nao consigo instalar,Problema de acesso
pessimo suporte,Comentário detrator sem informação
ele e lindomas essa ultima atualizacao nao vi nenhuma diferenca e pago minhas contas quase sempre antecipada e ainda nao aumentou nem pra r100,Aplicativo não funcional
nao estao conseguindo rastrear meu cartao da nao encontrado,Sugestão de funcionalidade
deveria ter a opcao de criar boleto com datas especificas dica para vcs ai,Sugestão de funcionalidade
muito bom otimo,Elogio
otimo,Elogio
o ruim e que o cartao no momento so esta disponivel pra debito e demora meses pra eles liberar pra credito,Difícil conseguir crédito
esta pessimo nao consigo entrar nao aparece a opcao de login so fica na tela comecar,Sugestão de funcionalidade
nao chega o email,Problema com código no e-mail
pra fica bom so falta o nubank min aprova nu cartao de credito,Difícil conseguir crédito
codigo nao chega no email,Problema com código no e-mail
nao estou conseguindo entrar na minha conta ja fiz tudo,Problema de acesso
hj fiz um deposito onde era simples e ja caia na conta agora tem que esperar 3 dias,Depósito demora
nunca aumenta limite nao sei porque ainda perco tempo,Limite de crédito
muito ruim limite muito baixo ja sou cliente a anos e nao aumenta o limite,Limite de crédito
so vou dar mais estrela depois que tiver meu cartao de credito pois a digio me libero o banco do brasil me libero o cartao saraiva com um limite bom e so o nubank com quase dois anos tentando ja tenho o nu conta e ate agora eles nao libera muito decepcionada minha amiga que nao trabalha conseguiu e eu que trabalho pago tudo certo nunca me liberarao,Difícil conseguir crédito
o codigo de asseso nao chega ai nao da,Problema com código no e-mail
pra que melhorar o app do bando minha conta e debito e nao aparece saldo na tela tudo muito nervosa com isso nao tem como ver o dinheiro no apppor favor resolvam isso,Sugestão de funcionalidade
o app e bom porem em meio a uma crise dessas eu sendo da area de risco tive que ir pra um sitio onde nao pude sair pra canto nenhum nao tinha possibilidade de fazer transacoes online pois nao tinha o token do outro banco e o nubank me deu um presente de 18200 reais de juros e um desconto de 150 do iof uma vergonha diferente do banco neon que reduziu pela metade os juros em fim o nubank nao se importa com o cliente,Comentário detrator sem informação
nao estou conseguindo abaixar o aplicativo nubank,Outro
esta dando erro nao esta indo ja tentei varias vezes,Aplicativo não funcional
obg nubank fiz um deposito da caixa pra minha conta nubank e no final desta tarde o dinheiro voltou pra caixa economica e vcs descontaram 10 reais,Outro
estou com problema na ultima atualizacao nao consigo acessar minha conta troquei a senha reinstalei o app nada funciona,Problema de acesso
por isso o banco c6 botam voces no chinelo o app de lixo simplesmente nao foca com a camera os documentos ficam ilegiveis e nao consigo tirar o meu dinheiro que esta preso nesse banco lixo nao sei onde eu estava com a cabeca e mais facil ir pra fila do auxilio emergencial do que conseguir tirar uma simples foto de documento com esse banco a logo deveria ser preta igual dos sacos de lixo nao roxa,Foto do documento
nao estou conseguindo acessar a conta o aplicativo so aparece a logo e depois volta para a tela inicial do meu aparelho,Não estou conseguindo
por favor pra melhorar colocar os numeros de pagamento do codigo de barra,Sugestão de funcionalidade
o limite do meu cartao e de 100000depois de tanto insistir pra aumentar o limite depois de quase 2 anos aumentaram o meu limite pra miseros 105000 kkkkisto e uma vergonhavou cancelar este cartao,Limite de crédito
um lixo nao consigo criar a conta de jeito nenhum fala que vai enviar codigo e nao chega nada ja esperei um dia todo por esse codigo e nunca chega,Problema com código no e-mail
simplismente nao consigo entrar no aplicativo so cerrega e quando acho q vai entrar volta pra tela inicial toda hora ja tentei ate de outro celular e nada funciona,Aplicativo não funcional
nao sobe meu limite e me deu 50 rs de limite,Limite de crédito
minha camera e xiaomi note 7 e simplesmente nao enquadra pra tirar a foto do rg no app fica toda borrada sendo assim nao consigo terminar o cadastro q ja foi aprovado,Foto do documento
virou lixo foram corrompidos conseguiram acabar com um servico que antes era perfeito agora com a nova politica de privacidade o nubank se sente confortavel para compartilhar minhas informacoes privadas com instituicoes financeiras e autoridades policiais sob o pretexto de trazer mais seguranca aos usuarios isto e um verdadeiro descalabro completamente absurdo sem falar que e inconstitucional para quebra de sigilo bancario e necessario o devido processo legal vou migrar de banco,Comentário detrator sem informação
como faco para ver meu saldo fiz minha primeira transferencia via ted ate agora o dinheiro nao caiu,Dúvida
aplicativo confiavel so falta me deixar ser cliente,Problema no cadastro
a camera dentro do app nao foca n hora de tirar a foto do documento 3 dias tentando desisti aff,Foto do documento
solicitei o cartao de credito e foi negado meu score e de 850 nunca tive nenhum protesto de divida cpf sempre regular nunca tive irregularidades com instituicoes financeiras ate o momento e mesmo assim o pedido foi negado realmente nao entendi qual o criterio para obter o cartao de credito decepcionou mesmo,Difícil conseguir crédito
entraram na minha conta e agora nao consigo acessar o aplicativo,Problema de acesso
nao consegui o meu cartao de credito sendo que tenho trabalho fixo e sem nehum outro tipo de cartao de credito em meu nome decepcionado,Difícil conseguir crédito
usem a next e otimo,Elogio
mentira roubou meu dinheiro,Outro
bom,Elogio
bom,Elogio
este foi o melhor cartao de credito que tive depois de passar por um imprevisto que foi o desemprego perdi meu cartao pois nao tive como pagar minha conta ou pagava a conta ou ficava sem comer hoje ja estou empregado paguei a minha divida com eles faz tempo e a vista e meu score voltou ao normal porem sempre que solicito o cartao eles me negam e vem com uma desculpa deixo aqui a dica quem tem o cartao use com moderacao pois se voce perder como foi meu caso eles nao te darao outro,Elogio
falta so liberar meu credito ne,Difícil conseguir crédito
estou utilizando a 4 meses o cartao veio com um misero limite de r50 e ate hoje to esperando algum aumento pra poder usar de verdade e nada muita falta de comprometimento com o cliente,Limite de crédito
pessimo app simplesmente nao abre horroroso,Comentário detrator sem informação
esse apricadivo fala que vai manda um codigo no email mais numca chega nao gostei e muito demorado,Problema com código no e-mail
pessima experiencia usei o cartao virtual e para minha surpresa uma compra que nao autorizei apareceu lancado na fatura do cartao e pior a nubank gerou sem meu consentimento um novo numero de cartao virtual para cobrar uma compra que eu nao autorizeifora que mesmo tentando cancelar a cobranca indevida a gente te que passar por um martirio para provar que a gente nao autorizou a compramandar fotos e tudo mais para demonstrar que nao efetuou a compra 100 de margem para fraudescuidado,Comentário detrator sem informação
bom,Elogio
todos falava bem para mim dessa conta mais a primeira vez que fui usar dis que motivos de seguranca eles ia bloquear a conta e desbloquiar em 10 dia passou os 10 dia e unica coisa que eles fizerm cancelar minha conta mais eles nao fala o pk fiquei esperando tudo isso para que no final nao conseguir usar mais uma conta que todos falavam que era boa so que pra mim foi so dor de cabeca meus que seja por seguranca ter travado a conta pk depois do praco nao abriram a conta em vez de cancelar,Bloqueio de conta
pra mim foi muito ruim porquer meu limite veio muito pouco,Limite de crédito
nao consigo tirar a foto dos meus documentos pq simplesmente nao foca,Foto do documento
depois da atualizacao de marco o app nao funciona mais no meu celular ao abrir ele trava na tela roxinha e dis que o app parou de funcionar ja tentei todos os contatos possiveis e de nenhuma forma foi resolvido complocado ter uma conta em um banco digital e n poder ver saldos ou fazer tranferencias,Outro
porque eu nao estou conseguindo abri,Dúvida
depois da ultima atualizacao nao consigo entrar da como nao consegue carregar os dados,Problema de acesso
it said it would send me an email and it never sent,Outro
bom,Elogio
otimo,Elogio
por mim nao dava nenhum estrela pois desde o dia 15 de dezembro do ano passado quando fiz o pedido o cartao nao chegou ate agora,Cartão não chegou
antes da nubank expandir seus servicos conseguiam dar um retorno mais humano imediato e prestativo inclusive a depender dos casos eles ate davam mimos para os clientes agora com a expansao eles nao dao mais conta diante de nossos transtornos constatamos que a equipe da central de atendimento nem sequer tem empatia com nossos problemas fica aqui minha decepcao desejo que haja mudancas efetivas na burbank,Comentário detrator sem informação
e um banco muito complicadonao tiram os juros altos quando tem a opcao de parcelamentoentra de parcelamento alta na situacao que vivemos com essa pandemiao banco querendo ganhar dinheiro na nossas dificuldadestem que ser banido eu vou tentar pagar meu debito com esse banco e cancelar minha conta e cartao de credito,Comentário detrator sem informação
otimo marketing mas pessimo servico,Comentário detrator sem informação
eu enviei pelo chat uma sugestao colocar a opcao de ocultar a fatura e limite na tela inicial igual tem a opcao de ocultar na nu conta isso ja deve ter mais de um ano e nao colocaram embora creio que se fizessem enquete as pessoas iriam achar interessante se responderem volto com as 5 estrelas,Sugestão de funcionalidade
so falta o boleto para a conta pessoa juridica,Sugestão de funcionalidade
por favor nao to conseguindo instalar o aplicativo oque ta acontecendo,Dúvida
muito dificil pra consegui cartao de credito,Difícil conseguir crédito
pessimo aplicativo,Comentário detrator sem informação
muito ruim fiz duas compra uma de 17 real e a outra de 121 e ja bloquearo o meu cartao ja vai faz oito dias e ainda nao consegui desbloquear o meu cartao ate agora,Outro
me liga por favor,Dúvida
o codigo nao chegae quando chega e um email totalmente aleatorio,Problema com código no e-mail
nao presta no meu celular,Outro
nao consigo entra no app,Problema de acesso
toda hora recebo mensagem dizendo que deu erro no envio foto da minha cnh essa ferramenta nao esta funcionando adequadamente por conta do estresse desconforto resolvi desinstalar o aplicativo incluive excluir da biblioteca da playstore,Aplicativo não funcional
demora muito tempo para poder pedir reavaliacao referente a credito devia haver um canal de comunicacao no app mesmo alem disso aparentemente nao e responsivo o app visto que no meu celular o botao sobreescreve uma label,Difícil conseguir crédito
o meu nao esta entrando a dias fala que esta preparando o app mas nunca entra,Problema de acesso
ja tentei fazer esse cartao mais de 2x e nao me aprova sendo que estou com nome limpo e tudo direitinho,Difícil conseguir crédito
pesquisei sobre o mesmo achei interessante instalei mas to esperando ate agr o codigo que iria chegar no meu email e nada estou a semanas esperando esse codigo abria todos os dias o app falava que ia chegar um codigo no meu email cade,Problema com código no e-mail
nubank e do bradesco pessimo banco nao resolve nada,Comentário detrator sem informação
o app nao esta funcionando,Aplicativo não funcional
nao me deram credito,Difícil conseguir crédito
voy al corriente con mis pagos y me rechazaron la solicitudque paso con su tarjeta sin complicaciones y para todo publico,Outro
ruim nao aumenta o limite eu pago sempre adiantado eu tenho 2 anos e nunca subiu de limite e roubaram 5 reais do meu adiantado nao recomendo nao uso mais o neon e melhor 1000,Limite de crédito
bom mais pouco limite poderia ser melhor demora muitos messes para liberar um pouquinho so de limite ate fiz outro com mais limite,Limite de crédito
so nao tem a opcao de compartilhar o recibo de creditos em celular,Sugestão de funcionalidade
bom,Elogio
e um otimo app mas a seguranca de entrada e nula no meu celular e so clicar no app que ele abre sem pedir senha ou biometria,Sugestão de funcionalidade
tenho o cartao mas perdi o acesso ao aplicativo depois que foi roubado meu o celular e meus docs com foto rg cnh que foram roubados junto nao lembro a senha do email e nao consigo acessar minha conta pelo aplicativo ja liguei mil vezes pra vcs e ninguem me resolve o problema e so alterar meu email de cadastro minha farura vai pro email que eu nao tenho mais acesso como vou pagar a fatura estou achando pessimo o atendimento de vcs,Problema de acesso
pioro muito atualizacao,Aplicativo não funcional
eu sou funcionaria publica com renda comprovada e nao quiseram me liberar cartao de credito tudo enganacao,Difícil conseguir crédito
ja tenho a conta a um tempinho e ate agora nao me liberaram a funcao credito meu nome estar limpo minhas contas sao pagas tudo em dia e nao me liberam a funcao credito aguardo uma posicao da nubank,Difícil conseguir crédito
gosto muito mas poderia melhorar pq quando peco limite nunca aumenta muito ruim o aumento por isso vou dar 3 estrelas pq apesar disdo gostei bastante e recomendo,Limite de crédito
nao consigo acessar minha conta,Problema de acesso
app um pouco ruim envia o codigo pelo email toda vez que e reinstalado no celular poderiam enviar o codigo por sms assim ficaria mas facil outra coisa ruim limite nao aumenta e quando ligamos pra central somos informados que nao depende deles para aumentar o limite que o sistema que ver a necessidade de aumento ou nao do limite se eu liguei pra pedir aumento e porque estou precisando muita burocracia para um cartao poderia almentar o limite a cada 3 meses automaticamente,Limite de crédito
o app nao ta pegando ta horrivel conserta issso,Aplicativo não funcional
e muito bom,Elogio
otimo app,Elogio
so voces tao me devendo eu me demito ou me paga ou nem fala comigo 120000000 em pratos vendidos fora os acompanhamento e me vem com com couro de rato to de boa me erra voces sao intereceiro ta de olha no que e meu,Comentário detrator sem informação
so vou dar 3 pq liberou um credito de 50 reais,Limite de crédito
o banco e bom aplicativo tambem so nao posso da mais estrelas porque nao me deram cartao de credito com a desculpa de que foi feito analise em meu nome recentemente tendo em vista que o santander mesmo eu estando negativada me deu inumeros beneficios,Difícil conseguir crédito
o app nao esta abrindo,Problema de acesso
nao estou conseguindo tirar a foto do meu documento para pedir o cartao de credito minha camera pega normal porem quando entro no app pra tirar a foto fica desfocada,Foto do documento
estou com problema nao conseguir receber o cartao foi aberto uma conta a mais de 90 dias poderia ja esta usando e movimentando porem sem cartao nao da no app nao tem opcao de fazer um outro pedido de cartao nao recomendo,Outro
nao estou conseguindo logar na conta pj e terei que alterar a senha para acessar a conta no app poderiam colocar uma opcao simnao se tem certeza de sair do app pois fica proximo a opcao de acessar outra conta,Problema de acesso
estou com problema para criar minha conta nao chega no meu email to a mais de 1 semana tentado e nada,Problema com código no e-mail
o nubank e muito bomso nao aumenta o limite vou dar uma estrela pq o campo e obrigatorio,Limite de crédito
nao estou conseguindo tirar fotos do meu documento pra completar o meu cadastro a camera do aplicativo e muito embacada e nao da pra ver as informacoes do documento,Foto do documento
eu queria muito recebe o meu cartao em casa pq ate agora nao chegou,Cartão não chegou
estou aguardando minha aprovacao para cartao de credito abriram conta digital quero credito e nao debito,Difícil conseguir crédito
poderia ter opcao de deposito abaixo de 2000 melhoraria 100,Sugestão de funcionalidade
so vou da 1 estrela poderia dar mais a oportunidade para quem tem nomes sujos com cretido minimo de 30000 nem isso aprova ruim o aplicativo,Comentário detrator sem informação
demora muito pro dinheiro cair na conta via boleto ou transferencia de outro aplicativo pra nuconta,Depósito demora
aplicativo depois da ultima atualizacao nao esta abrindo,Problema de acesso
otimo banco,Elogio
nao estou conseguindo entrar na minha conta o meu email foi arqueado nao codigo entre no meu email foi caquiado email para ver o link,Problema com código no e-mail
cara ja faz 15 dias em analise e muita falta de respeito,Difícil conseguir crédito
a camera desse aplicativo e horrivel impossivel focar para tirar foto do meu documento,Foto do documento
quero reativar a minha conta e nao estou conseguindo,Bloqueio de conta
otimo,Elogio
otimo,Elogio
nao estou conseguindo mais pagar boletos com o app,Outro
nao consigo abrir a minha conta pq a foto nao fica nitida pelo app,Foto do documento
meu cartao ainda nao chegou e ja faz 1 mes,Cartão não chegou
eu fiz a solicitacao do cartao de credito em outubro e ate hj nada queria que disponibilizasse o cartao de credito pra mim,Difícil conseguir crédito
otimo,Elogio
banco e app lixo na primeira oportunidade vo cancelar juros extremamente abusivo nao recomendo a niguem,Comentário detrator sem informação
ruim de mais,Comentário detrator sem informação
tem quer melhorar mas pois so tres estrelas,Comentário detrator sem informação
o banco mais lixo do brasil nao serve pra nada alem de fazer odio espero que afunde,Comentário detrator sem informação
e munto bom,Elogio
o dia inteiro tentando me cadastrar mas nunca chega o codigo de convite no meu email isso que foi olhado tudo lixeiraspam,Problema com código no e-mail
nao presta estou a meses esperando o cartao de credito nunca aprovam porque nao apresento holerite de salario mercenarios se vcs querem cartao de credito sem precisar de holerite e burrocracia vao pro next e o unico que da credito na abertura da conta,Difícil conseguir crédito
desde a ultima atualizacao o app nao abre no meu celular fica congelado na tela com o logo e em seguida fecha alem de causar um bug no fingerprint para de funcionar tenho que reiniciar o celular pra voltar ao normal,Problema de acesso
gente nao consigo entra na minha conta tenho agencia e a conta mais o app nao abrir afs,Problema de acesso
eu fisso eu cartao e ele ainda nao chegou,Cartão não chegou
